curveId,Category,s1,s2,s3,s4,s5,s6,s7,s8
28,A,-0.22668464744461933,0.1927727219901364,-0.030074517690719612,0.05025090115018003,-0.013623429730152167,-0.012193017698612812,0.015651704945526878,-0.027518453244991282
29,A,-0.20259663335814057,-0.28100961336276953,-0.013223966532193739,0.03757160217317587,0.009042120007547928,0.05173135762710295,-0.01292005349223616,0.008462739281751546
30,A,-0.167806413839191,-0.3028068247730586,0.04305800142138573,0.012381820412605589,0.04266279328467159,0.014882144365575448,0.003473345957240693,0.01643103683568884
31,A,-0.20082258266713687,-0.13262248268046395,0.05328967376183672,-0.06643186946554652,-0.019950649303141377,0.03840061610180073,0.02494404579200692,-0.03130275954842288
32,A,-0.1816815598041973,0.08828118255318877,0.017270759092184135,-0.025881085143231397,0.010943472549587442,-0.029394305179123777,0.005918592440758633,-0.016694813715318932
33,A,-0.17246951631500504,-0.01242953995739327,-0.02661591270903315,0.016819184113405574,0.004329538079703106,-0.025919560283439287,-0.00931679574141544,-0.01618144797134556
34,A,-0.15535187862163297,0.10521479089980453,-0.02001624301452905,0.024007552108681277,-0.02071943325618613,0.03212422052303351,-0.03322971413716588,0.011643410252145318
35,A,-0.15245175559569407,0.2640916005849296,-0.0017825864247648766,0.017614479091871322,0.020388806717152878,0.03571917300539527,-0.0016689080690297034,-0.011852246418075455
36,A,-0.23260636083643835,-0.11672758353927891,0.0012172506599468593,-0.021934233403051288,0.0029787047966430592,-0.003047213738105395,0.016980087583670676,0.025090098404932912
37,A,-0.1925102525181802,0.38997610291017054,0.011608183790515,-0.0630561045856106,0.03001504225706707,-0.03505629586577488,-0.01024696469341062,-0.02748637505550588
38,A,-0.16609784535059152,-0.1274324533399803,0.05252629142011223,-0.023256147280226916,-0.005072287066938983,0.016444631711315803,0.034666770585231585,-0.02323818634736802
39,A,-0.2348177209096564,0.21997949583208878,0.006456721577548565,-0.05181842962082672,0.025135243891863154,-0.014671813734419129,0.003446358229799655,-0.011252220922443113
40,A,-0.22250481971261188,0.1913810238230767,0.05529823405906967,0.0039941196505231735,-0.007287358013461436,-0.012789080610900389,0.006473187340670674,-0.0029266405844063665
41,A,-0.16187395528961412,-0.13849240804878724,-0.040696606268038636,-0.05241545761893972,-0.06262258325693296,-0.046623123472044836,-0.010210491431738055,-0.01898655122796729
42,A,-0.23092293197887667,-0.15932888726281152,-0.0420288396415533,-0.019383409995773555,0.00702391703458132,0.011982970508413243,-0.01510599983918634,0.0025940631670435636
43,A,-0.17552700953417158,0.1909169523314982,-0.017702931264301672,-0.056893772593733107,0.033373860280946945,-0.05439155851002912,0.0047683273697553315,-0.023431315629350837
44,A,-0.17264397484082133,0.1596278502418182,0.034775375110477694,-0.01941504392756149,-0.03862788032047196,0.0077063005743863286,0.023482294440540494,0.004078247634070279
45,A,-0.2217843266647939,0.02291575363602206,-0.004256587980716084,-0.00285294668508661,-0.06035377524837914,0.026834492840429464,-0.011286957652283429,-0.031113191807304645
46,A,-0.2210617349406673,0.14718176546256817,-0.03106870422384347,-0.07878078863182864,0.008039321893915782,0.018607107719929218,0.006216445290041478,0.005921595999115852
47,A,-0.1985946735962569,0.021518555024895702,-0.022598553752204258,0.026411974623934614,-0.003710001322143262,0.0036921239075992218,0.024690824101286073,0.0032313980206219806
48,A,-0.16130330769769735,-0.1498145455645749,0.023696210346257275,0.013823339023562885,-0.03103282668979674,0.007434401168618881,-0.029558858600255096,0.015830438357693297
49,A,-0.20871622370864493,0.030227490511549476,-0.03284596138102596,-0.051294860797691105,-0.01774953078268105,0.018947114941755633,0.02598769426984562,0.01609409258769468
50,A,-0.18625550063789087,0.1289293991616348,0.005576835804412703,0.040877999347750084,-0.012753047418849006,-0.030747426544184275,0.0016231369024238844,1.3130664643663586e-4
51,B,0.20726105336902995,0.04334989951648656,0.04816749126050636,0.02245583346703991,-0.022681130869179274,-0.02067027365074357,0.01728513929689599,0.004230460683278475
52,B,0.23768741911965677,0.13658225563436802,-0.02807407908119489,-0.059147234099222915,-0.02283553357658217,-0.03756594409188383,0.010674157616843342,0.002346204809126802
53,B,0.2657793117854672,0.17342401447152608,0.06257785431998915,-0.020947347491474606,-0.006182887899476335,0.002503151086820734,-0.0046248747207222,-0.018694540553403735
54,B,0.3165742413098674,0.2634999583878109,0.07571292304753767,-8.852440508672361e-4,-0.002222154432539818,0.03195407983400658,0.006164916179999471,0.014328034377982187
55,B,0.13259073174062377,-0.2722145326568377,-0.08610179736497961,0.060331896747024605,0.0415738647039333,-0.0028080934472326773,0.02969122614492798,-0.0286623601016867
56,B,0.1556597841129365,-0.0542219010116865,0.14182418401569294,0.0315399134617886,-0.017554307315716108,-0.018064106105109067,0.009000917520591104,-0.01380764626817687
57,B,0.1792319182833319,-0.0826162151306664,0.037880609585471306,-0.010955897480871573,-0.027899452754027877,0.013571114610917654,0.018802230917236786,0.017471045618799894
58,B,0.31494294068357476,0.2400714658797441,0.026008064212949183,-0.04031737947750634,0.0158945054320465,0.03416207532602893,-0.014270138165565686,0.007399118269873374
59,B,0.22745177829242577,-4.315520710830889e-4,0.013512131025009507,0.0273026454551391,-0.030036133433290722,0.016317979680716407,0.014170760047637228,0.0035513112264695078
60,B,0.17397947923540696,-0.2464459808509465,0.13724168922599322,0.005074911747381375,0.011392073052346113,0.0022262038393924513,-0.010542003386268994,0.04057374743364448
61,B,0.08303074612572137,-0.31542818873476064,-0.0870989786056904,-0.008104202529437167,0.020245010828402136,0.017800230405318942,0.00938943398300869,-0.007053355517524611
62,B,0.18374887598950995,-0.02267562217504242,0.17837099428527198,0.0872386803712112,-0.03801494645935133,0.0242402769616603,0.012591903288618683,-0.007878964797090292
63,B,0.14304100011786194,-0.219424945917462,-0.007688045324161992,-0.08361074806207514,0.019298190004563964,-0.009932495591489168,0.018942775266783646,-0.007609813763016361
64,B,0.11639165928200004,-0.3697974229736921,-0.02316105835988468,-0.006862188774878409,0.015248581092045955,0.0035848155042663412,0.0034805996965610727,-0.039243812747890273
65,B,0.06752123044191936,-0.22279485778676797,0.09782533849096153,0.010446591332930704,0.020292435145875885,-9.517976985867741e-4,0.007347043830061155,0.005790448405349731
66,B,0.16994968807798494,-0.0037292019793221587,0.11760252109802607,0.017378048992041106,-0.036492613247776584,0.0017551925530676705,0.02433643336892194,-0.004868576049374484
67,B,0.15913415588375748,-0.13778381593813704,0.021315293207743235,-0.050458001896143294,-0.009946380689715999,0.031913589222233724,-0.0011262615135905843,-0.017653767284741145
68,B,0.14457632923828248,-0.26662976876318195,0.003577251693545109,0.045326819008716775,0.04752138811166725,0.0031648929138759067,-0.01732435705810958,-0.05517313767511438
69,B,0.152174969798302,-0.12038627320444054,0.026485735431038004,0.04110683624738349,-0.024066051617409514,-0.011014341957718691,-0.009140666766823423,0.013046763073563897
70,B,0.224454392032096,-0.03770395746393087,-0.07151370840033094,-0.04779343008873599,-0.026679709933082264,-0.019789001234686028,-5.084073513656831e-4,0.005566971442849045
71,B,0.3074362088883948,0.10951618130931605,0.08476430819514,-0.02571963360985655,-0.005209697621145706,-0.01891582686380634,-0.007819419137830163,0.026428382910711576
72,B,0.18183923748178252,0.045369152340199934,-0.05871876111601837,0.02629924430568962,-0.018634605197961777,0.01754876862006992,0.009070687916485588,-0.02721551497466881
73,B,0.22378541554732984,0.14139497202378104,-0.08419252730210679,-0.049014033632114415,0.016587559948907003,0.004021160506917726,0.010610554316660196,-0.006258446870292207
74,B,0.2591034181130672,0.13814587146148896,-0.01705578544251773,0.052259270538070404,0.005706144258766871,0.04480844410466142,0.01329130062280422,-0.02476448783234197
75,B,0.15789296369977085,-0.19465882262051049,0.05078151024241382,-0.020848647709900768,-0.016152273608933426,-0.010028638759305477,0.005588143410316749,-0.0066883953500845505
76,B,0.20723875801628205,0.08637972945300697,-0.1577164924538276,0.008659165442035556,-0.006501832396946777,-0.014599902012183164,-0.016492268995758765,7.348125982251808e-4
77,B,0.14810870047179195,-0.21935162018232038,-0.09091135481459353,0.014194353787899546,-0.001566755074317732,-0.01009809818369503,-0.016222622639615776,-0.007986752569216745
78,B,0.2363812383493729,-0.04287194400308425,0.09182890275867477,0.01519094717520487,-0.02104791288835215,0.00613263614675104,-0.044470962595946704,8.8047085295142e-4
79,B,0.18429961279217807,-0.06659054206886283,-0.06571752802347965,0.04719679209469667,-0.038876737895400346,-0.018850859813404553,-0.0030634034443490984,0.013607607856898036
80,B,0.31057590812711705,0.12938000090522842,0.03473251431565405,0.013804000811622596,0.03495665859557611,0.0025795186003101803,-0.03285679731264553,-0.012388538450857639
81,B,0.24609240059335574,0.21772350255226125,-0.014145720449982996,-0.03552664978223374,0.05022686730658123,0.008523503866765857,0.010091146730483579,0.012226043598264862
82,B,0.24050066728702277,0.033005145521724566,-0.02294362377000338,-0.008591847154235057,0.02269519762063196,-0.019041009141632707,0.019993196646529918,0.03714829208170937
83,B,0.2983655197854354,0.14521249306251086,-0.07652207373426272,-0.014724347958591538,-0.03000649265407759,-0.002563163088405885,-0.03614339054774039,0.0035984177074169137
84,B,0.14124989425578882,-0.06657372726396078,0.13978514484744636,0.039016850753336635,0.025830085223849757,-0.01159120235009716,-0.008144450565332088,0.012821750228902888
85,B,0.2043965011335381,-0.09835919680780471,-0.040053194155919895,-0.0045642416797114374,-0.08139027024481611,-0.02890435638119801,0.027289579301718905,0.017132229208866603
86,B,0.24761319860711992,0.08815333353369827,-0.05199490982245756,-0.0031401195959742754,-0.03874757775325134,0.02785755709883287,0.012411248430032164,-0.005061255623452733
87,B,0.3094183449164821,0.1477361755952492,0.10731066273815165,-0.020251936771386363,-0.0070505996987545155,0.028429496458765125,-0.0317716331985714,-0.006550320638266638
88,B,0.24817195353963445,0.13961536113701647,0.005641731500407543,0.04577967069497599,0.012460291301103679,-0.031110335468878963,0.016970782677378345,-0.01436091532571929
89,B,0.14246232530316288,-0.08971999075356071,-0.11127067182139774,0.05030172044328476,-0.020259033809956133,0.008580079495110575,-0.007074573466533254,1.1387970736365279e-5
90,B,0.05986522676673864,-0.27882255817984974,-0.012479151864833204,-0.08278418257616686,0.10515585227601798,0.024279184573054245,0.023437112380100104,-0.006568101430072214
91,B,0.1856418590238235,-0.038225244672282346,-0.11305140930949623,-0.0342565354802366,-0.055527261706059296,0.046138602085116075,0.004470307781603297,-0.021874895778512034
92,B,0.13802088638308638,-0.1061706132832982,-0.07572132051172736,-0.01199454686726263,0.016688319472733543,-0.015357831591335218,0.019972753407334204,0.016765057697383796
93,B,0.1955829195512663,0.14662078466755257,-0.0846677305318264,0.02805660902700809,0.012691436333130182,0.006239741721644606,0.008290851786285854,0.0017640680890358168
94,B,0.2558750257720363,0.06771226944175288,-0.04422146998756894,0.03650428537214444,-0.00248283806204543,-0.0068430392717649755,0.027925499524654625,-0.026035609724056816
95,B,0.11651576196203782,-0.008751762944580719,-0.13396109900152525,-0.016855586846616324,0.03825152823985394,1.9333417468492769e-4,0.009489252965861757,0.00955225341963866
96,B,0.23322631979018507,-0.02186665631610793,0.016340223343722614,0.040969284403137615,0.006946787695318176,-0.03052146313233759,-0.019121148994987864,0.0079586415594448
97,B,0.12601612235636486,-0.07690047231064204,-0.08248848941571936,-0.02105664084405836,-0.029684515859869583,-0.013803222107730467,0.015236603042935464,0.025583532544028786
98,B,0.17615902724198576,-0.187880827155152,0.060859980615396846,-0.03944275699177576,-0.011720854871925387,-0.019803432849213962,-0.0076552854223923,0.02034590990737334
99,B,0.17761200027260407,-0.059894920560978566,-0.12451920221252047,-0.03740937147693058,-0.011215941243800782,0.028775902242235762,-0.002851027086378097,0.006354224160512724
100,B,0.23176674600398595,0.20049587806022623,0.0377475146395126,-0.004199517932488169,0.05312248367089441,0.04335182586651029,0.006940195820245382,-0.007408156677631411
