curveId,Category,s1,s2,s3,s4
44,PEAK,-0.04509404382737712,0.0017199509070091148,-8.478181219024092e-5,-2.807237817524383e-4
45,PEAK,-0.05266916561956222,5.664399939583379e-5,-1.3088809877805834e-4,1.1855496102281445e-4
46,PEAK,-0.03852192188063716,7.164691651467583e-4,7.819840316589571e-4,-3.5443701309552145e-4
47,PEAK,-0.05471985915130084,7.215872137789611e-4,6.851524514969184e-5,-1.1827875978725536e-4
48,PEAK,-0.02244433898350359,8.022107584560323e-4,0.001171397496420654,3.6395028466869723e-4
49,PEAK,-0.029993986437731983,-3.4607465613890746e-4,6.916544030100397e-4,-1.580191001295713e-4
50,PEAK,-0.027574548885190783,-1.850217325198498e-4,-9.353607985775681e-4,-3.2755199221521476e-4
51,NO_PEAK,0.041516618123055335,1.2051180625767048e-4,1.2635594341130947e-4,3.6270713146397565e-4
52,NO_PEAK,0.043359658836729334,3.4140205421897185e-4,-0.0010968633734288996,-4.510845418683236e-4
53,NO_PEAK,0.039712700817672135,0.0020087697565195294,-2.569164634720182e-4,2.1151488605877734e-4
54,NO_PEAK,0.03645246784730508,6.015288110352051e-4,6.663429196629294e-4,1.306283674304259e-4
55,NO_PEAK,0.044680574755371384,-9.130190495019911e-4,-0.0011541787834888223,-5.462885280141344e-5
56,NO_PEAK,0.041980156394144146,3.503951970418545e-4,5.231589085320527e-4,2.2692967845299065e-5
57,NO_PEAK,0.041725934830756366,7.165148611161437e-4,6.50270543147491e-4,8.480920388615249e-7
58,NO_PEAK,0.040305918013363265,5.95787415989582e-4,-2.5674141438129095e-4,-2.886701677711029e-4
59,NO_PEAK,0.040268749566714175,-8.876991806307498e-4,5.051553281385597e-4,-2.5957328090735826e-5
60,NO_PEAK,0.04022925629307542,0.0013019152535885402,-5.751135770846552e-5,-2.3395131258799567e-4
61,NO_PEAK,0.038618047806799,0.0010160858475842293,-1.8228373476850937e-4,6.3720748783077365e-6
62,NO_PEAK,0.04537257998440547,0.0018182468994430382,4.110172865261183e-4,3.786319143202924e-4
63,NO_PEAK,0.03904947377231691,-6.348503682242005e-4,0.001162160264595617,0.00031337131582552167
64,NO_PEAK,0.04153678414355168,4.6509214634174494e-4,1.6604506881515345e-4,3.686071479761168e-5
65,NO_PEAK,0.04064872394460075,0.001290254115377636,-2.0768729013349353e-4,-3.342817252707199e-4
66,NO_PEAK,0.03927536157081972,-1.2847873155421998e-5,-9.760911316228329e-5,-8.10302686586918e-5
67,NO_PEAK,0.037371126592435924,0.00260925935081401,6.045125376585318e-4,4.5608602273508196e-4
68,NO_PEAK,0.040194431714694806,3.9744601670618687e-4,-7.25663630708774e-4,-2.756526510534365e-4
69,NO_PEAK,0.041921827631709756,0.0010102603837746382,2.2815165872001718e-4,-1.1178964653346381e-4
70,NO_PEAK,0.03903340009575027,-7.525519299976878e-4,-2.3693437590366297e-4,1.0361574121495244e-4
71,NO_PEAK,0.03984629790670297,-4.3903070666400344e-4,-6.994496825639485e-4,5.500434628579587e-5
72,NO_PEAK,0.04002350695164953,0.0029858296598016163,8.648725484067234e-4,-3.37718901252508e-4
73,NO_PEAK,0.041141836898669584,-0.001296579774169733,-2.1125962346120274e-4,-2.617013814624073e-4
74,NO_PEAK,0.03924758754575526,7.277274644484583e-4,8.640708816284896e-4,-4.174779190527078e-4
75,NO_PEAK,0.04022267983950437,0.0019087815710393424,2.1562387401563495e-4,1.9471597697306642e-4
76,NO_PEAK,0.03692913375344206,-3.3441579148350137e-4,4.664522657592634e-4,-8.790049788170278e-5
77,NO_PEAK,0.03848284173149497,8.145574375520514e-4,1.2182860464655385e-4,2.318641768323135e-4
78,NO_PEAK,0.04359803345261332,0.0010471924046806782,-7.254059820514415e-4,-4.387357868373004e-4
79,NO_PEAK,0.03869430145774907,2.70537067976135e-4,7.101635669571379e-4,3.2565093502514723e-4
80,NO_PEAK,0.03750887470955725,0.0010847347536722053,-3.367701980705093e-4,-1.176116211994296e-4
81,NO_PEAK,0.044701909711700995,-6.532398053216501e-4,-2.1836822521701806e-4,-4.6509933235728797e-4
82,NO_PEAK,0.03726563295709236,6.15781664571739e-5,3.8671737400877026e-4,4.6513473625499444e-4
83,NO_PEAK,0.04172010588520056,7.862686836530194e-4,-2.967512892753478e-5,2.403457055020448e-4
84,NO_PEAK,0.040403516262076195,0.0012435627743189205,3.8442599491135196e-5,-3.9603178467348204e-4
85,NO_PEAK,0.04323990596793244,8.377140667675605e-4,5.375073829965154e-5,1.5558603884948644e-4
86,NO_PEAK,0.039870134382993826,0.0018122963376718255,7.572418036392118e-4,-8.940806986681877e-6
87,NO_PEAK,0.039863734220913175,8.823370598934578e-4,1.247520238517766e-4,-7.649677634145386e-5
88,NO_PEAK,0.04109026944553743,5.321458446273718e-4,5.956741218093019e-4,-9.117036393130474e-5
89,NO_PEAK,0.037494564135158545,0.0014377976434664563,-6.393172055029829e-6,-9.427118758631655e-5
90,NO_PEAK,0.043190887313706225,9.8202798203343e-4,4.6858729899893837e-4,-2.323635120098663e-4
91,NO_PEAK,0.04451215910067439,-9.005741699144246e-4,1.4654230688245187e-4,2.396727012249553e-4
92,NO_PEAK,0.0407701026531625,-0.0010135873689545497,7.509579794897843e-4,-5.432966228440713e-5
93,NO_PEAK,0.039243847678463145,7.313058107656366e-4,4.3334843723609755e-4,1.595176537459335e-4
94,NO_PEAK,0.0394661746026081,9.065698428025266e-4,0.001313528125590247,2.3098202213621906e-4
95,NO_PEAK,0.03456361974829013,9.902669134254202e-4,-3.8442759943831e-4,2.230350865037945e-4
96,NO_PEAK,0.03886895219042257,6.577231926400995e-4,5.516803540079796e-4,-4.7673181057517907e-4
97,NO_PEAK,0.043341426504896766,-4.227038113102825e-4,-4.483998941966836e-5,-4.4948849605637415e-4
98,NO_PEAK,0.04132760236657066,2.190983265344584e-4,-5.298428138126748e-4,3.8523850084313345e-4
99,NO_PEAK,0.039313206245683255,0.0013721008376874862,4.5681683469839815e-4,-2.2909679693887416e-4
100,NO_PEAK,0.0415580078701082,9.258642782675446e-5,3.6501162842434554e-4,-1.9002826107856075e-4
